sampleid	Candida_glabrata	Candida_tropicalis	Debaryomyces_hansenii	Schizophyllum_commune	Saccharomyces_cerevisiae	Fusarium_oxysporum	Pyrenophora_tritici-repentis	Malassezia_globosa	Candida_albicans	Torulaspora_delbrueckii	Stereum_hirsutum	Coniosporium_apollinis	Trichosporon_asahii	Agaricus_bisporus	Candida_orthopsilosis	Malassezia_sympodialis	Cyphellophora_europaea	Wallemia_ichthyophaga	Pseudozyma_hubeiensis	Bipolaris_zeicola	Aureobasidium_namibiae	Aureobasidium_pullulans	Penicillium_expansum	Rhodotorula_graminis	Pneumocystis_jirovecii	Alternaria_alternata	Wickerhamomyces_anomalus	Hyphopichia_burtonii	Cyberlindnera_jadinii	Tilletiopsis_washingtonensis	Malassezia_restricta	Byssochlamys_spectabilis	Sporisorium_graminicola	Ramularia_collo-cygni
13722.58cfa831e4b0c9d6adf6cc05	0	0	0	0	0	0	0	9487	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	396
13722.58cfa831e4b0c9d6adf6cc7e	0	0	0	0	0	0	0	14439	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	240
13722.58cfa831e4b0c9d6adf6cc66	0	0	0	0	0	0	0	31790	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358
13722.58cfa831e4b0c9d6adf6cc83	0	0	0	0	0	0	0	16143	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	168
13722.58cfa831e4b0c9d6adf6cdb1	0	0	0	0	0	0	0	6204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa830e4b0c9d6adf6beaa	0	0	0	0	0	1	0	8647	0	0	0	0	36	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	0	4	0	1	85
13722.58cfa831e4b0c9d6adf6ccdc	0	0	0	0	0	0	0	12679	0	0	3	0	3048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	9297
13722.58cfa831e4b0c9d6adf6cc9e	0	0	0	0	0	0	0	14732	0	0	0	0	3164	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	7231
13722.58cfa831e4b0c9d6adf6cde0	0	0	0	0	0	0	0	15339	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
13722.58cfa831e4b0c9d6adf6ccf6	0	0	0	0	0	0	0	11554	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105
13722.58cfa831e4b0c9d6adf6cd9e	0	0	0	0	0	0	0	11133	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	73
13722.58cfa831e4b0c9d6adf6cdc4	0	0	0	0	0	0	0	5621	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
13722.58cfa831e4b0c9d6adf6cdf8	0	0	0	0	0	0	0	10742	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	336
13722.58cfa831e4b0c9d6adf6cdb4	0	0	0	0	0	0	0	8907	0	0	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	1110
13722.58cfa832e4b0c9d6adf6ce11	0	0	0	0	0	0	0	13354	0	0	0	0	2078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	6	0	0	5484
13722.58cfa832e4b0c9d6adf6ce34	0	0	0	0	0	0	0	16065	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	14
13722.58cfa832e4b0c9d6adf6ced7	0	0	0	0	0	0	0	16678	2	0	0	0	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1280
13722.58cfa832e4b0c9d6adf6ce24	0	0	0	0	2	0	0	13230	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	236
13722.58cfa832e4b0c9d6adf6ce40	0	0	0	0	0	0	0	13007	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562
13722.58cfa832e4b0c9d6adf6cf04	0	0	0	0	0	0	0	17723	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	48
13722.58cfa832e4b0c9d6adf6cf3c	0	0	0	0	0	0	0	16926	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
13722.58cfa832e4b0c9d6adf6cee6	0	0	0	0	2	0	0	13732	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	46
13722.58cfa832e4b0c9d6adf6ce54	0	0	0	0	0	0	0	13568	1	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	142
13722.58cfa832e4b0c9d6adf6cf24	0	0	0	0	0	0	0	5382	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
13722.58cfa832e4b0c9d6adf6cf4e	0	0	0	0	0	0	0	12638	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7
13722.58cfa832e4b0c9d6adf6cf59	0	0	0	0	0	0	0	12583	0	0	0	0	51	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	122
13722.58cfa832e4b0c9d6adf6cf6c	0	0	0	0	0	0	0	7923	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
13722.58cfa832e4b0c9d6adf6cfda	0	0	0	0	0	0	0	27034	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
13722.58cfa832e4b0c9d6adf6d00d	0	0	0	0	0	0	0	16017	0	0	0	0	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1011
13722.58cfa832e4b0c9d6adf6d02e	0	0	0	0	0	0	0	17428	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	11
13722.58cfa832e4b0c9d6adf6cf88	0	0	0	0	0	0	0	12618	0	0	0	0	23	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	49
13722.58cfa832e4b0c9d6adf6d0c8	0	0	0	0	0	0	0	33572	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	75
13722.58cfa832e4b0c9d6adf6d139	0	0	0	0	0	0	0	12873	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	27
13722.58cfa832e4b0c9d6adf6d1a8	0	0	0	0	0	0	0	11309	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
13722.58cfa832e4b0c9d6adf6d1e4	0	0	0	0	0	0	0	11709	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
13722.58cfa832e4b0c9d6adf6d1ec	0	0	0	0	0	0	0	7061	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
13722.58cfa832e4b0c9d6adf6d138	0	0	0	0	0	0	0	33280	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	59
13722.58cfa832e4b0c9d6adf6d182	0	0	0	0	0	0	0	9635	1	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63
13722.58cfa832e4b0c9d6adf6d220	0	0	0	0	2	0	0	17124	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4
13722.58cfa832e4b0c9d6adf6d266	0	0	0	0	0	0	0	11842	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
13722.58cfa832e4b0c9d6adf6cfc1	0	1	0	0	0	3	0	13272	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	2	0	1	0	2
13722.58cfa82fe4b0c9d6adf6b6a8	0	0	0	0	0	0	0	10857	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
13722.58cfa82fe4b0c9d6adf6b721	0	0	0	0	0	0	0	12782	0	0	0	0	11373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	31990
13722.58cfa831e4b0c9d6adf6c485	0	0	0	0	0	1	0	12734	0	0	0	1	1772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4094
13722.58cfa831e4b0c9d6adf6ca05	0	0	0	0	0	0	0	10056	2	0	0	0	150	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	375
13722.58cfa82ee4b0c9d6adf6ae6a	0	0	0	0	5	0	0	14227	0	0	5	0	26759	64	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	7	0	0	66415
13722.58cfa82ee4b0c9d6adf6ae50	0	0	0	0	47	0	0	20689	0	0	0	0	29150	102	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	38	0	1	79125
13722.58cfa82ee4b0c9d6adf6b02c	0	0	2	0	17	1	0	12491	0	0	0	0	41863	120	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	2	1	103107
13722.58cfa82fe4b0c9d6adf6b631	0	0	0	0	0	0	0	16488	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	197
13722.58cfa82fe4b0c9d6adf6b64a	0	0	0	0	0	0	0	11205	0	0	1	0	4367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12762
13722.58cfa82fe4b0c9d6adf6b635	0	0	0	0	0	0	0	12835	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	8	1	0	7
13722.58cfa82fe4b0c9d6adf6b659	0	0	0	0	0	0	0	10888	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73
13722.58cfa82fe4b0c9d6adf6b653	0	0	0	0	0	0	0	11690	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	487
13722.58cfa82fe4b0c9d6adf6b666	0	0	0	0	1	0	0	6060	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	148
13722.58cfa82fe4b0c9d6adf6b66c	0	0	0	0	0	0	0	9630	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	341
13722.58cfa82ee4b0c9d6adf6ae52	0	0	0	0	10	0	0	10371	0	0	0	0	16774	43	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	26	0	0	46917
13722.58cfa82fe4b0c9d6adf6b6ba	0	0	0	0	2	0	0	2244	0	0	0	0	16256	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	50044
13722.58cfa82fe4b0c9d6adf6b704	0	0	0	0	0	0	0	16025	0	0	0	0	6510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	1	19780
13722.58cfa82fe4b0c9d6adf6b6aa	0	0	0	0	0	0	0	9114	0	0	0	0	117	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	381
13722.58cfa82fe4b0c9d6adf6b6de	0	0	0	0	0	0	0	12374	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	176
13722.58cfa82fe4b0c9d6adf6b64b	0	0	0	0	17	1	0	4325	0	0	0	0	302882	64	0	1	0	0	0	0	2	2	0	0	0	4	0	0	0	3	19	0	1	619515
13722.58cfa82fe4b0c9d6adf6b716	0	0	0	0	0	0	0	21206	0	0	0	0	6801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	21914
13722.58cfa82fe4b0c9d6adf6b790	0	0	0	0	0	0	0	26196	1	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	238
13722.58cfa82fe4b0c9d6adf6b738	0	0	0	0	6	0	0	6482	0	0	4	0	32803	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	45	0	0	86830
13722.58cfa82fe4b0c9d6adf6b7b6	0	0	6	0	0	0	0	4239	2	0	0	0	3254	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22	0	0	9658
13722.58cfa82fe4b0c9d6adf6b7d8	0	0	0	0	0	0	0	14160	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1230
13722.58cfa82fe4b0c9d6adf6b868	0	0	0	0	0	0	0	16288	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
13722.58cfa82fe4b0c9d6adf6b7c6	0	0	0	0	0	1	0	10194	0	0	0	0	11710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	34515
13722.58cfa82fe4b0c9d6adf6b8fe	0	0	0	0	0	0	0	13744	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	5	0	0	2
13722.58cfa82fe4b0c9d6adf6b88d	0	0	0	0	0	0	0	12405	0	0	0	0	2643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7867
13722.58cfa82fe4b0c9d6adf6b8b3	0	0	0	0	2	0	0	3916	0	0	0	0	11783	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	0	0	34929
13722.58cfa82fe4b0c9d6adf6b903	0	0	0	0	2	0	0	8865	0	0	0	0	745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2516
13722.58cfa82fe4b0c9d6adf6b955	0	0	0	0	2	0	0	20202	0	0	0	0	135	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	5	0	0	363
13722.58cfa82fe4b0c9d6adf6b90e	0	0	0	0	2	0	0	7774	0	0	0	0	6743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	21076
13722.58cfa82fe4b0c9d6adf6b912	0	0	0	0	0	0	2	8614	0	0	0	0	9555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	31326
13722.58cfa82fe4b0c9d6adf6b9f8	0	0	0	0	0	0	0	13034	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
13722.58cfa82fe4b0c9d6adf6ba10	0	0	0	0	0	0	0	21767	0	0	0	1	106	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	233
13722.58cfa830e4b0c9d6adf6ba84	0	0	0	0	0	0	0	14857	1	0	0	0	5	0	0	0	0	0	0	0	2	122	0	0	0	0	0	1	0	1	0	0	1	14
13722.58cfa830e4b0c9d6adf6bbd8	0	0	0	0	0	1	0	15435	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	16	0	1	214
13722.58cfa830e4b0c9d6adf6ba91	0	0	0	0	0	1	0	13848	3	0	0	0	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	1160
13722.58cfa830e4b0c9d6adf6bc52	0	0	0	0	0	1	0	15939	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	10
13722.58cfa830e4b0c9d6adf6bc62	0	0	0	0	0	1	0	6080	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	20
13722.58cfa830e4b0c9d6adf6bc88	0	0	0	0	0	0	0	11079	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	93
13722.58cfa82fe4b0c9d6adf6b7c4	0	0	0	0	78	1	0	16439	1	0	1	0	33224	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	41	0	1	89680
13722.58cfa830e4b0c9d6adf6bc8c	0	0	0	0	0	0	0	17764	1	0	0	0	19	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	48
13722.58cfa830e4b0c9d6adf6bc90	0	0	0	0	2	1	0	13902	0	0	0	0	236	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	4	0	0	1	541
13722.58cfa830e4b0c9d6adf6bd64	0	0	0	0	0	0	0	15288	1	0	0	0	18	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	11	0	1	46
13722.58cfa82ee4b0c9d6adf6ae66	0	0	0	0	0	0	0	5907	0	0	0	0	13707	32	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	2	0	0	39840
13722.58cfa830e4b0c9d6adf6bd8c	0	0	0	0	0	0	0	19443	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	32
13722.58cfa82fe4b0c9d6adf6b98a	0	0	0	0	2	0	0	10001	0	0	0	0	415026	23	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	2	0	1	846113
13722.58cfa830e4b0c9d6adf6bc9e	0	0	0	0	0	0	0	18371	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
13722.58cfa830e4b0c9d6adf6bda8	0	0	0	0	0	0	0	14583	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	12
13722.58cfa830e4b0c9d6adf6bded	0	0	0	0	0	0	0	3742	1	0	0	0	278	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544
13722.58cfa830e4b0c9d6adf6bd9b	0	0	0	0	0	0	0	19481	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
13722.58cfa830e4b0c9d6adf6be6a	0	0	0	1	2	0	0	18617	0	0	0	0	2	14	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	7
13722.58cfa830e4b0c9d6adf6bdc2	0	0	0	0	0	1	0	11915	0	0	0	0	189	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	544
13722.58cfa830e4b0c9d6adf6be74	0	0	0	0	0	0	0	13621	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	44
13722.58cfa830e4b0c9d6adf6be7e	0	0	0	0	0	0	0	20339	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	23
13722.58cfa830e4b0c9d6adf6be84	0	0	0	0	2	0	0	14376	0	0	0	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	44
13722.58cfa830e4b0c9d6adf6bec9	0	0	0	0	0	0	0	18863	0	0	0	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	39
13722.58cfa830e4b0c9d6adf6bf21	0	0	0	0	0	0	0	17767	0	0	0	0	70	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158
13722.58cfa830e4b0c9d6adf6bf77	0	0	0	0	2	0	0	9282	0	0	0	0	33	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	84
13722.58cfa830e4b0c9d6adf6bf1f	0	0	0	0	0	0	0	15875	1	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	1	790
13722.58cfa830e4b0c9d6adf6bf85	0	0	0	0	0	0	0	4186	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4
13722.58cfa830e4b0c9d6adf6befc	0	0	0	0	2	0	0	16843	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	10	0	0	42
13722.58cfa830e4b0c9d6adf6bead	0	0	0	0	0	0	0	9804	0	0	0	0	26	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	3	0	1	54
13722.58cfa830e4b0c9d6adf6bf9f	0	0	0	0	0	0	0	15839	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	7
13722.58cfa830e4b0c9d6adf6bf91	0	0	0	0	2	1	0	20562	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46
13722.58cfa830e4b0c9d6adf6bfe8	0	0	0	0	0	0	0	3548	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
13722.58cfa830e4b0c9d6adf6c01e	0	0	0	0	0	0	0	23512	0	0	0	0	45	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	167
13722.58cfa830e4b0c9d6adf6c01c	0	0	0	0	0	0	0	18753	1	0	0	0	5	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	20
13722.58cfa830e4b0c9d6adf6c026	0	0	0	0	2	0	0	28059	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	345
13722.58cfa830e4b0c9d6adf6bcac	0	0	0	0	0	0	0	11514	1	0	0	0	34	2	0	0	0	0	0	0	1	242	0	0	0	0	0	1	0	1	0	0	1	85
13722.58cfa830e4b0c9d6adf6c050	0	0	0	0	6	0	0	4782	1	0	0	0	129	21	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	1	1	419
13722.58cfa830e4b0c9d6adf6c15c	0	0	0	0	2	0	0	19799	1	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	114
13722.58cfa830e4b0c9d6adf6c041	0	0	0	0	0	0	0	7733	0	0	0	1	110	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	1	0	0	269
13722.58cfa830e4b0c9d6adf6c066	0	0	0	0	0	0	0	18686	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	1	269
13722.58cfa830e4b0c9d6adf6c044	0	0	0	0	0	0	0	10910	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	1	210
13722.58cfa830e4b0c9d6adf6c1a7	0	0	0	0	0	0	0	16656	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
13722.58cfa830e4b0c9d6adf6c1e0	0	0	0	0	0	0	0	18407	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	6
13722.58cfa830e4b0c9d6adf6c1b8	0	0	0	0	0	0	0	14968	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
13722.58cfa830e4b0c9d6adf6c1fc	0	0	0	0	0	0	0	22307	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
13722.58cfa830e4b0c9d6adf6c222	0	0	0	0	0	0	0	16029	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6
13722.58cfa830e4b0c9d6adf6c23c	0	0	0	0	2	0	0	11719	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	65
13722.58cfa830e4b0c9d6adf6c29e	0	0	0	0	2	0	0	5652	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
13722.58cfa830e4b0c9d6adf6c272	0	0	0	0	2	0	0	13973	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	17
13722.58cfa830e4b0c9d6adf6c248	0	0	0	0	0	0	0	21883	2	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	750
13722.58cfa830e4b0c9d6adf6c2b2	0	0	0	0	0	0	0	15724	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
13722.58cfa830e4b0c9d6adf6c2da	0	0	0	0	0	0	0	4592	2	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
13722.58cfa831e4b0c9d6adf6c34e	0	0	0	0	2	0	0	9387	0	0	0	0	61	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	140
13722.58cfa830e4b0c9d6adf6c2cc	0	0	0	0	0	0	0	15698	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
13722.58cfa830e4b0c9d6adf6c2ec	0	0	0	0	0	0	0	4895	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
13722.58cfa831e4b0c9d6adf6c384	0	0	0	0	0	0	0	17114	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	41
13722.58cfa831e4b0c9d6adf6c498	0	705	0	0	1	0	0	14516	836	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
13722.58cfa831e4b0c9d6adf6c424	0	0	0	0	0	0	0	14492	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	16
13722.58cfa831e4b0c9d6adf6c4ce	0	0	0	0	0	0	0	9512	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	38
13722.58cfa831e4b0c9d6adf6c4a4	0	0	0	0	0	0	0	17188	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6c514	0	0	0	0	0	0	0	11426	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	22
13722.58cfa831e4b0c9d6adf6c57e	0	0	0	0	2	0	0	15185	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	15
13722.58cfa830e4b0c9d6adf6c102	0	0	0	0	0	0	0	14423	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	16
13722.58cfa831e4b0c9d6adf6c5ea	0	0	0	0	0	0	0	18599	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	13
13722.58cfa831e4b0c9d6adf6c5fe	0	0	0	0	0	0	0	24613	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
13722.58cfa831e4b0c9d6adf6c651	0	0	0	0	0	1	0	14354	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
13722.58cfa831e4b0c9d6adf6c696	0	0	0	0	0	0	0	6130	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
13722.58cfa831e4b0c9d6adf6c528	0	0	0	0	0	1	0	19946	1	0	0	0	2007	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	1	4758
13722.58cfa831e4b0c9d6adf6c750	0	0	0	0	2	0	0	8164	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	22
